"Language","original","english","czech","german","russian","polish","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CookZ_Boar_Sausage_DN","Boar Sausage","Boar Sausage","Klobása z divočáka","Wildschweinwurst","Колбаса из кабана","Kiełbasa z dzika","Salsiccia di cinghiale","Salchicha de jabalí","Saucisse de sanglier","野猪香肠","イノシシソーセージ","Linguiça de javali","野猪香肠",
"STR_CookZ_Boar_Sausage_DS","A robust sausage made from wild boar, packed with rich, gamey flavor and long-lasting energy for the harshest conditions.","A robust sausage made from wild boar, packed with rich, gamey flavor and long-lasting energy for the harshest conditions.","Robustní klobása z divočáka, plná intenzivní, divoké chuti a dlouhotrvající energie pro nejtěžší podmínky.","Eine kräftige Wurst aus Wildschwein, vollgepackt mit intensivem, wildem Geschmack und langanhaltender Energie für die härtesten Bedingungen.","Надежная колбаса из кабана, насыщенная богатым диким вкусом и долгосрочной энергией, подходящая для самых суровых условий.","Solidna kiełbasa z dzika, pełna intensywnego, dzikiego smaku i długotrwałej energii, idealna na najtrudniejsze warunki.","Una salsiccia robusta fatta con carne di cinghiale, ricca di sapore selvatico e di energia duratura per le condizioni più difficili.","Una salchicha robusta hecha de jabalí, llena de un rico sabor a caza y energía duradera para las condiciones más difíciles.","Une saucisse robuste à base de sanglier, riche en saveur sauvage et en énergie durable pour les conditions les plus difficiles.","一种由野猪制成的坚固香肠，充满浓郁的野味和持久的能量，适应最艰苦的环境。","野生イノシシから作られた力強いソーセージで、豊かな野生の風味と長時間持続するエネルギーを提供します。","Uma linguiça robusta feita de javali, rica em sabor selvagem e energia duradoura para as condições mais difíceis.","一种由野猪制成的坚固香肠，充满浓郁的野味和持久的能量，适应最艰苦的环境。",
"STR_CookZ_Deer_Sausage_DN","Deer Sausage","Deer Sausage","Klobása z jelena","Rehwurst","Колбаса из оленины","Kiełbasa z jelenia","Salsiccia di cervo","Salchicha de ciervo","Saucisse de cerf","鹿肉香肠","鹿肉ソーセージ","Linguiça de veado","鹿肉香肠",
"STR_CookZ_Deer_Sausage_DS","A lean, flavorful sausage made from deer, packed with protein and energy to keep you moving in tough times.","A lean, flavorful sausage made from deer, packed with protein and energy to keep you moving in tough times.","Klobása z jelena, nízkotučná a chutná, plná bílkovin a energie, která tě udrží v pohybu i v těžkých časech.","Eine magere, aromatische Wurst aus Hirschfleisch, vollgepackt mit Eiweiß und Energie, um dich in schwierigen Zeiten am Laufen zu halten.","Постная, ароматная колбаса из оленины, полная белка и энергии, которая помогает вам двигаться в трудные времена.","Chuda, smaczna kiełbasa z jelenia, pełna białka i energii, abyś mógł się poruszać w trudnych czasach.","Una salsiccia magra e saporita fatta con carne di cervo, ricca di proteine e di energia per mantenerti in movimento nei momenti difficili.","Una salchicha magra y sabrosa hecha de carne de ciervo, llena de proteínas y energía para mantenerte en movimiento en tiempos difíciles.","Une saucisse maigre et savoureuse faite de viande de cerf, riche en protéines et en énergie pour vous maintenir en mouvement pendant les moments difficiles.","由鹿肉制成的瘦肉香肠，富含蛋白质和能量，帮助你在困难时期保持前进。","鹿肉から作られた低脂肪で風味豊かなソーセージで、タンパク質とエネルギーが豊富で、困難な時期でも動き続けることができます。","Uma linguiça magra e saborosa feita de carne de veado, rica em proteínas e energia para mantê-lo em movimento nos momentos difíceis.","由鹿肉制成的瘦肉香肠，富含蛋白质和能量，帮助你在困难时期保持前进。",
"STR_CookZ_Hare_Sausage_DN","Hare Sausage","Hare Sausage","Klobása z divokého králíka","Wildkaninchenwurst","Кроличья колбаса","Kiełbasa z zająca","Salsiccia di lepre","Salchicha de liebre","Saucisse de lièvre","野兔香肠","野ウサギソーセージ","Linguiça de lebre","野兔香肠",
"STR_CookZ_Hare_Sausage_DS","A hearty sausage made from hare, rich in protein and perfect for withstanding long stretches without fresh food.","A hearty sausage made from hare, rich in protein and perfect for withstanding long stretches without fresh food.","Sytá klobása z králičího masa, plná bílkovin a ideální pro dlouhé období bez čerstvého jídla.","Eine magere, aromatische Wurst aus Hasenfleisch, die eine kompakte und langanhaltende Energiequelle für das Überleben bietet.","Сытная колбаса из зайчатины, богатая белками и идеально подходящая для долгих промежутков времени без свежей пищи.","Syta kiełbasa z mięsa zająca, bogata w białko, doskonała na długie okresy bez świeżego jedzenia.","Una salsiccia sostanziosa fatta con carne di lepre, ricca di proteine e perfetta per resistere a lunghi periodi senza cibo fresco.","Una salchicha sustanciosa hecha de carne de liebre, rica en proteínas y perfecta para resistir largos períodos sin comida fresca.","Une saucisse copieuse à base de viande de lièvre, riche en protéines et parfaite pour supporter de longues périodes sans nourriture fraîche.","由野兔肉制成的丰盛香肠，富含蛋白质，完美适应长时间没有新鲜食物的情况。","ウサギ肉で作られたボリューム満点のソーセージで、タンパク質が豊富で、新鮮な食べ物がなくても長時間耐えることができます。","Uma linguiça substancial feita de carne de lebre, rica em proteínas e perfeita para suportar longos períodos sem comida fresca.","由野兔肉制成的丰盛香肠，富含蛋白质，完美适应长时间没有新鲜食物的情况。",
"STR_CookZ_Wolf_Sausage_DN","Wolf Sausage","Wolf Sausage","Klobása z vlka","Wolfswurst","Волчья колбаса","Kiełbasa wilcza","Salsiccia di lupo","Salchicha de lobo","Saucisse de loup","狼肉香肠","オオカミソーセージ","Linguiça de lobo","狼肉香肠",
"STR_CookZ_Wolf_Sausage_DS","A hearty, wild sausage from wolf, designed to provide lasting nutrition and keep you strong when food is scarce.","A hearty, wild sausage from wolf, designed to provide lasting nutrition and keep you strong when food is scarce.","Sytá, divoká klobása z vlka, navržená tak, aby poskytovala dlouhodobou výživu a udržovala tě silného, když je jídlo vzácné.","Eine herzhafte, wilde Wurst aus Wolfsfleisch, die langanhaltende Nährstoffe bietet und dich stark hält, wenn die Vorräte knapp sind.","Сытная дикая колбаса из волка, предназначенная для долгосрочного питания и поддержания силы, когда еда в дефиците.","Syta, dzika kiełbasa z wilka, zaprojektowana, by zapewnić długotrwałe odżywienie i utrzymać cię silnym, gdy jedzenie jest ograniczone.","Una salsiccia sostanziosa e selvaggia di lupo, progettata per fornire nutrizione duratura e mantenerti forte quando il cibo scarseggia.","Una salchicha sustanciosa y salvaje hecha de lobo, diseñada para proporcionar nutrición duradera y mantenerte fuerte cuando la comida escasea.","Une saucisse copieuse et sauvage de loup, conçue pour fournir une nutrition durable et vous garder fort lorsque la nourriture est rare.","由狼肉制成的丰盛野味香肠，旨在提供持久的营养并保持你在食物稀缺时的力量。","狼から作られた力強い野生のソーセージで、持続的な栄養を提供し、食糧が不足している時にあなたを強く保つように設計されています。","Uma linguiça selvagem e substancial feita de lobo, projetada para fornecer nutrição duradoura e manter você forte quando a comida escasseia.","由狼肉制成的丰盛野味香肠，旨在提供持久的营养并保持你在食物稀缺时的力量。",
"STR_CookZ_Human_Sausage_DN","Human Sausage","Human Sausage","Klobása z člověka","Menschenwurst","Человечья колбаса","Kiełbasa ludzka","Salsiccia umana","Salchicha humana","Saucisse humaine","人类香肠","人間ソーセージ","Linguiça humana","人类香肠",
"STR_CookZ_Human_Sausage_DS","Made in the most extreme circumstances, this is a human sausage — something never meant to exist, only made when survival is at its bleakest. When I served in the King's African Rifles, the local Zambezi tribesman called human flesh 'long pig'. Never much cared for it.","Made in the most extreme circumstances, this is a human sausage — something never meant to exist, only made when survival is at its bleakest. When I served in the King's African Rifles, the local Zambezi tribesman called human flesh 'long pig'. Never much cared for it.","Vyrobeno za extrémních okolností, toto je lidská klobása — něco, co nikdy nemělo existovat, vyrobeno pouze, když je přežití nejsmutnější.","In extremsten Situationen hergestellt, eine Menschenwurst — etwas, das niemals hätte existieren dürfen, nur geschaffen, wenn das Überleben am dunkelsten ist.","Создано в самых экстремальных условиях, это — человеческая колбаса, не предназначенная для существования, она была создана только тогда, когда выживание было на грани отчаяния.","Stworzona w najbardziej ekstremalnych warunkach, to ludzka kiełbasa — coś, co nigdy nie miało istnieć, stworzona tylko wtedy, gdy przetrwanie było w najciemniejszym momencie.","Fatta nelle circostanze più estreme, questa è una salsiccia umana - qualcosa che non doveva mai esistere, creata solo quando la sopravvivenza è più disperata.","Hecha en las circunstancias más extremas, esta es una salchicha humana, algo que nunca debió existir, solo hecha cuando la supervivencia está en su momento más oscuro.","Fabriquée dans les circonstances les plus extrêmes, voici une saucisse humaine — quelque chose qui n’aurait jamais dû exister, créée uniquement lorsque la survie est au plus bas.","在最极端的情况下制作，这是人类香肠——本不应存在的东西，只有在生存处于最黑暗时才会制作。","最も極端な状況で作られたこの人間ソーセージは、決して存在すべきではなかったもので、生存が最も絶望的な時にのみ作られます。","Feita nas circunstâncias mais extremas, esta é uma linguiça humana — algo que nunca deveria existir, feito apenas quando a sobrevivência está em seu momento mais sombrio.","在最极端的情况下制作，这是人类香肠——本不应存在的东西，只有在生存处于最黑暗时才会制作。",
"STR_CookZ_Fox_Sausage_DN","Fox Sausage","Fox Sausage","Klobása z lišky","Fuchswurst","Лисья колбаса","Kiełbasa lisia","Salsiccia di volpe","Salchicha de zorro","Saucisse de renard","狐狸香肠","キツネソーセージ","Linguiça de raposa","狐狸香肠",
"STR_CookZ_Fox_Sausage_DS","A flavorful sausage made from fox, providing the sustenance needed to keep going when supplies are limited.","A flavorful sausage made from fox, providing the sustenance needed to keep going when supplies are limited.","Aromatická klobása z lišky, která poskytuje potřebnou výživu k pokračování, když jsou zásoby omezené.","Eine aromatische Wurst aus Fuchs, die die nötige Nahrung liefert, um auch in knappen Zeiten weiterzumachen.","Ароматная колбаса из лисы, обеспечивающая необходимое питание для продолжения, когда запасы ограничены.","Aromatyczna kiełbasa z lisa, dostarczająca niezbędnej energii, aby kontynuować, gdy zapasy są ograniczone.","Una salsiccia saporita fatta con carne di volpe, che fornisce la nutrizione necessaria per andare avanti quando le scorte sono limitate.","Una salchicha sabrosa hecha de zorro, que proporciona la nutrición necesaria para seguir adelante cuando las provisiones son limitadas.","Une saucisse savoureuse faite de renard, fournissant la nutrition nécessaire pour continuer lorsque les provisions sont limitées.","由狐狸制成的美味香肠，在物资有限时提供继续前进所需的营养。","キツネから作られた風味豊かなソーセージで、物資が限られているときに進み続けるために必要な栄養を提供します。","Uma linguiça saborosa feita de raposa, fornecendo a nutrição necessária para continuar quando os suprimentos são limitados.","由狐狸制成的美味香肠，在物资有限时提供继续前进所需的营养。",
"STR_CookZ_Reindeer_Sausage_DN","Reindeer Sausage","Reindeer Sausage","Klobása z soba","Rentierwurst","Колбаса из оленины","Kiełbasa z renifera","Salsiccia di renna","Salchicha de reno","Saucisse de renne","驯鹿香肠","トナカイソーセージ","Linguiça de rena","驯鹿香肠",
"STR_CookZ_Reindeer_Sausage_DS","A flavorful, robust sausage from reindeer, providing long-lasting nourishment for survival situations.","A flavorful, robust sausage from reindeer, providing long-lasting nourishment for survival situations.","Aromatická, silná klobása z soba, která poskytuje dlouhotrvající výživu pro situace přežití.","Eine würzige, kräftige Wurst aus Rentier, die langanhaltende Nahrung für Überlebenssituationen bietet.","Вкусная, насыщенная колбаса из оленя, обеспечивающая долгосрочное питание для ситуаций выживания.","Aromatyczna, mocna kiełbasa z renifera, zapewniająca długotrwałe odżywienie w sytuacjach przetrwania.","Una salsiccia saporita e robusta di renna, che fornisce nutrimento duraturo per situazioni di sopravvivenza.","Una salchicha sabrosa y robusta de reno, que proporciona nutrición duradera para situaciones de supervivencia.","Une saucisse savoureuse et robuste de renne, fournissant une nutrition de longue durée pour des situations de survie.","由驯鹿制成的美味、强劲的香肠，提供持久的营养，适用于生存情况。","トナカイから作られた風味豊かで力強いソーセージで、サバイバル状況で長持ちする栄養を提供します。","Uma linguiça saborosa e robusta feita de rena, fornecendo nutrição duradoura para situações de sobrevivência.","由驯鹿制成的美味、强劲的香肠，提供持久的营养，适用于生存情况。",
"STR_CookZ_Blood_Sausage_DN","Blood Pudding","Blood Pudding","Krvavá klobása","Blutwurst","Кровяная колбаса","Kaszanka","Sanguinaccio","Morcilla","Boudin noir","血肠","ブラッドプディング","Morcela","血肠",
"STR_CookZ_Blood_Sausage_DS","A dense, iron-rich sausage made from human blood and offal. Highly nutritious in dire times—if you can stomach the fact that someone had to *donate* themselves.","A dense, iron-rich sausage made from human blood and offal. Highly nutritious in dire times—if you can stomach the fact that someone had to *donate* themselves.","Hutná, železem bohatá klobása z lidské krve a vnitřností. Výživná v krajní nouzi – pokud zvládnete, že ji někdo musel... darovat.","Eine dichte, eisenreiche Wurst aus menschlichem Blut und Innereien. Nahrhaft in schweren Zeiten – vorausgesetzt, man kommt damit klar, dass jemand dafür... gespendet wurde.","Плотная, богатая железом колбаса из человеческой крови и потрохов. Полезна в безвыходных ситуациях — если не смущает, что кто-то ею буквально стал.","Gęsta, bogata w żelazo kiełbasa z ludzkiej krwi i podrobów. Pożywna w czasach desperacji — jeśli zdołasz przełknąć fakt, że ktoś musiał się... poświęcić.","Una salsiccia densa e ricca di ferro fatta con sangue umano e interiora. Molto nutriente nei momenti disperati—sempre che tu riesca a digerire il fatto che qualcuno ci ha... contribuito.","Un embutido denso y rico en hierro hecho con sangre humana y vísceras. Muy nutritivo en tiempos desesperados... si puedes digerir que alguien tuvo que *aportarse*.","Une saucisse dense et riche en fer à base de sang humain et d’abats. Très nourrissante en cas de crise — si tant est qu’on accepte qu’un être humain y a... contribué.","一种浓稠、富含铁质的香肠，由人血和内脏制成。在绝境中极具营养——前提是你能接受有人为了它“献身”。","人間の血と内臓で作られた濃厚で鉄分豊富なソーセージ。絶望的な状況では栄養価が高い——誰かが“捧げた”と知っても平気なら。","Uma linguiça densa e rica em ferro feita com sangue humano e miúdos. Muito nutritiva em tempos sombrios — se conseguir engolir que alguém teve que... se doar.","一种浓稠、富含铁质的香肠，由人血和内脏制成。在绝境中极具营养——前提是你能接受有人为了它“献身”。",
"STR_CookZ_Cheese_DN","Cheese","Cheese","Sýr","Käse","Сыр","Ser","Formaggio","Queso","Fromage","奶酪","チーズ","Queijo","奶酪",
"STR_CookZ_Cheese_DS","A piece of makeshift cheese. It almost tastes like the real thing.","A piece of makeshift cheese. It almost tastes like the real thing.","Kus provizorního sýra. Chuť je téměř jako originál.","Ein Stück improvisierter Käse. Es schmeckt fast wie das Original.","Кусок импровизированного сыра. Почти как настоящее.","Kawałek prowizorycznego sera. Smakuje prawie jak prawdziwy.","Un pezzo di formaggio improvvisato. Gusta quasi come quello vero.","Un trozo de queso improvisado. Casi sabe como el real.","Un morceau de fromage de fortune. Il a presque le goût du vrai.","一块临时做成的奶酪，味道几乎像真正的奶酪。","仮作りのチーズの一片。本物に近い味がします。","Um pedaço de queijo improvisado. Quase tem o gosto do real.","一块临时做成的奶酪，味道几乎像真正的奶酪。",
"STR_CookZ_DisinfectRags_DN","Disinfect","Disinfect","Dezinfikovat","Desinfizieren","Дезинфекция","Dezynfekować","Disinfettare","Desinfectar","Désinfecter","消毒","消毒","Desinfetar","消毒",
"STR_CookZ_Intro","General Cooking Instructions","General Cooking Instructions","Obecné pokyny pro vaření","Kochanweisungen","Общие инструкции по приготовлению","Ogólne instrukcje gotowania","Istruzioni generali di cucina","Instrucciones generales de cocina","Instructions générales de cuisine","一般烹饪说明","一般的な料理の手順","Instruções gerais de cozimento","一般烹饪说明",
"STR_CookZ_UsefilTips","Useful Tips","Useful Tips","Užitečné tipy","Nützliche Tipps","Полезные советы","Przydatne wskazówki","Consigli utili","Consejos útiles","Conseils utiles","實用技巧","役立つヒント","Dicas úteis","实用技巧",
"STR_CookZ_CannedDishes","Canned Dishes","Canned Dishes","Konzervované pokrmy","Konserven","Консервированные блюда","Dania w puszkach","Piatti in scatola","Platos en conserva","Plats en conserve","罐装菜肴","缶詰料理","Pratos enlatados","罐装菜肴",
"STR_CookZ_BoxedDishes","Boxed Dishes","Boxed Dishes","Jídla v krabicích","Gerichte aus der Box","Блюда в коробках","Dania w pudełkach","Piatti in scatola","Platos en caja","Plats en boîte","盒装菜肴","箱入り料理","Pratos embalados","盒装菜肴",
"STR_CookZ_Sausages","Sausages","Sausages","Uzeniny","Wurst Spezialitäten","Колбасы","Kiełbasy","Salsicce","Embutidos","Saucisses","香肠","ソーセージ","Salsichas","香肠",
"STR_CookZ_Miscellaneous","Miscellaneous","Miscellaneous","Různé","Sonstiges","Разное","Inne","Varie","Varios","Divers","杂项","雑多な","Diversos","杂项",
"STR_CookZ_Instructions","You can cook using a pot, cauldron or pan. This book describes how you can combine ingredients to create nutritious dishes. If you do not follow the instructions correctly then the ingredients are cooked individually. Some dishes need packaging material like empty cans or boxes attached to the cooking equipment. Some dishes need water or a specific cooking equipment.","You can cook using a pot, cauldron or pan. This book describes how you can combine ingredients to create nutritious dishes. If you do not follow the instructions correctly then the ingredients are cooked individually. Some dishes need packaging material like empty cans or boxes attached to the cooking equipment. Some dishes need water or a specific cooking equipment.","Můžete vařit pomocí hrnce, kotle nebo pánve. Tato kniha popisuje, jak kombinovat ingredience pro přípravu výživných pokrmů. Pokud nebudete postupovat podle pokynů správně, ingredience se uvaří samostatně. Některé pokrmy potřebují obalový materiál, jako jsou prázdné plechovky nebo krabice připojené k vaření. Některé pokrmy potřebují vodu nebo specifické vaření.","Gerichte können in einem Kochtopf, Kessel oder Bratpfanne zubereitet werden. Dieses Buch beschreibt, wie Du Zutaten kombinieren kannst, um nahrhafte Gerichte zuzubereiten. Wenn du die Anweisungen nicht richtig befolgst, werden die Zutaten einzeln gekocht. Einige Gerichte benötigen Verpackungsmaterial wie leere Dosen oder Schachteln, die am Kochgeschirr befestigt werden. Manche Gerichte brauchen Wasser oder ein bestimmtes Kochgerät.","Вы можете готовить с использованием кастрюли, котла или сковороды. Эта книга описывает, как комбинировать ингредиенты для создания питательных блюд. Если вы не будете следовать инструкциям правильно, ингредиенты будут готовиться по отдельности. Некоторые блюда требуют упаковочного материала, такого как пустые банки или коробки, прикрепленные к кухонным приборам. Некоторые блюда требуют воды или специального кухонного оборудования.","Możesz gotować używając garnka, kotła lub patelni. Ta książka opisuje, jak łączyć składniki, aby stworzyć pożywne dania. Jeśli nie będziesz postępować zgodnie z instrukcjami, składniki będą gotowane osobno. Niektóre dania wymagają materiałów opakowaniowych, takich jak puste puszki lub pudełka przymocowane do sprzętu kuchennego. Niektóre dania wymagają wody lub określonego sprzętu do gotowania.","Puoi cucinare usando una pentola, un calderone o una padella. Questo libro descrive come combinare gli ingredienti per creare piatti nutrienti. Se non segui correttamente le istruzioni, gli ingredienti verranno cucinati separatamente. Alcuni piatti necessitano di materiali da imballaggio come lattine vuote o scatole da attaccare all'attrezzatura da cucina. Alcuni piatti richiedono acqua o un'attrezzatura di cottura specifica.","Puedes cocinar usando una olla, caldereta o sartén. Este libro describe cómo combinar ingredientes para crear platos nutritivos. Si no sigues las instrucciones correctamente, los ingredientes se cocinarán por separado. Algunos platos necesitan material de embalaje como latas vacías o cajas unidas al equipo de cocina. Algunos platos necesitan agua o un equipo de cocina específico.","Vous pouvez cuisiner en utilisant une casserole, un chaudron ou une poêle. Ce livre décrit comment vous pouvez combiner des ingrédients pour créer des plats nutritifs. Si vous ne suivez pas correctement les instructions, les ingrédients seront cuits séparément. Certains plats nécessitent des matériaux d'emballage comme des boîtes vides ou des boîtes attachées à l'équipement de cuisine. Certains plats nécessitent de l'eau ou un équipement de cuisine spécifique.","你可以使用锅、锅炉或煎锅进行烹饪。本书描述了如何将食材结合起来制作营养丰富的菜肴。如果你没有正确按照说明操作，食材将被单独烹饪。一些菜肴需要包装材料，如空罐或箱子，并与烹饪设备连接。一些菜肴需要水或特定的烹饪设备。","鍋、かまど、またはフライパンを使って料理ができます。この本では、食材を組み合わせて栄養価の高い料理を作る方法を説明しています。指示通りに操作しない場合、食材は個別に調理されます。いくつかの料理には、空の缶や箱などの包装材料が必要で、調理器具に取り付けます。いくつかの料理には水や特定の調理器具が必要です。","Você pode cozinhar usando uma panela, caldeirão ou frigideira. Este livro descreve como combinar ingredientes para criar pratos nutritivos. Se você não seguir as instruções corretamente, os ingredientes serão cozidos separadamente. Alguns pratos precisam de materiais de embalagem, como latas vazias ou caixas presas ao equipamento de cozinha. Alguns pratos precisam de água ou equipamentos de cozinha específicos.","你可以使用锅、锅炉或煎锅进行烹饪。本书描述了如何将食材结合起来制作营养丰富的菜肴。如果你没有正确按照说明操作，食材将被单独烹饪。一些菜肴需要包装材料，如空罐或箱子，并与烹饪设备连接。一些菜肴需要水或特定的烹饪设备。",
"STR_CookZ_EmptyCanInstructions","You can craft ten <b>empty cans</b> from a <b>metal sheet</b> using a <b>hacksaw</b>.","You can craft ten <b>empty cans</b> from a <b>metal sheet</b> using a <b>hacksaw</b>.","Můžete vyrobit deset <b>prázdných plechovek</b> z <b>kovového plechu</b> pomocí <b>pily</b>.","Du kannst zehn <b>Leere Dosen</b> aus einem <b>Metallblech</b> mit einer <b>Metallsäge</b> herstellen.","Вы можете изготовить десять <b>пустых банок</b> из <b>металлического листа</b> с помощью <b>ножовки</b>.","Możesz stworzyć dziesięć <b>pustych puszek</b> z <b>blachy</b> używając <b>piły ręcznej</b>.","Puoi creare dieci <b>lattine vuote</b> da un <b>foglio di metallo</b> utilizzando una <b>saw</b>.","Puedes hacer diez <b>latas vacías</b> a partir de una <b>hoja de metal</b> utilizando una <b>sierra</b>.","Vous pouvez fabriquer des <b>boîtes vides métal</b> à partir d'une <b>feuille métallique</b> à l'aide d'une <b>scie à métaux</b>.","你可以用<b>金属片</b>和<b>锯子</b>制作十个<b>空罐</b>。","金属板を使い、<b>ハクソウ</b>で<b>空の缶</b>を10個作れます。","Você pode criar dez <b>latas vazias</b> a partir de uma <b>folha de metal</b> usando uma <b>serra</b>.","你可以用<b>金属片</b>和<b>锯子</b>制作十个<b>空罐</b>。",
"STR_CookZ_EmptyBoxInstructions","An <b>empty box</b> can be crafted from two pieces of <b>paper</b> or by using any <b>axe</b> or <b>knife</b> on <b>bark</b>.","An <b>empty box</b> can be crafted from two pieces of <b>paper</b> or by using any <b>axe</b> or <b>knife</b> on <b>bark</b>.","Prázdnou <b>krabici</b> lze vytvořit z dvou kusů <b>papíru</b> nebo použitím jakékoliv <b>sekery</b> nebo <b>nože</b> na <b>korku</b>.","Eine <b>Leere Schachtel</b> kann aus zwei Stück <b>Papier</b> hergestellt werden oder aus <b>Baumrinde</b>, die mit einer <b>Axt</b> oder einem <b>Messer</b> bearbeitet wird.","Пустую <b>коробку</b> можно создать из двух кусочков <b>бумаги</b> или с помощью любого <b>топора</b> или <b>ножа</b> из <b>коры</b>.","Pustą <b>pudełko</b> można stworzyć z dwóch kawałków <b>papieru</b> lub za pomocą dowolnej <b>siekiery</b> lub <b>noża</b> na <b>korze</b>.","Una <b>scatola vuota</b> può essere creata da due pezzi di <b>carta</b> o usando un <b>ascia</b> o un <b>coltello</b> sulla <b>corteccia</b>.","Una <b>caja vacía</b> se puede fabricar a partir de dos piezas de <b>papel</b> o utilizando cualquier <b>hacha</b> o <b>cuchillo</b> sobre la <b>corteza</b>.","Une <b>boîte vide carton</b> peut être fabriquée à partir de deux morceaux de <b>papier</b> ou en utilisant n'importe quelle <b>hache</b> ou <b>couteau</b> sur de l'<b>écorce</b>.","可以用两块<b>纸</b>制作<b>空盒子</b>，或者使用任何<b>斧头</b>或<b>刀具</b>在<b>树皮</b>上制作。","<b>空の箱</b>は2つの<b>紙</b>から作成することができます、または<b>斧</b>や<b>ナイフ</b>を使って<b>樹皮</b>を削ることでも作れます。","Uma <b>caixa vazia</b> pode ser criada a partir de dois pedaços de <b>papel</b> ou usando qualquer <b>machado</b> ou <b>faca</b> na <b>casca</b>.","可以用两块<b>纸</b>制作<b>空盒子</b>，或者使用任何<b>斧头</b>或<b>刀具</b>在<b>树皮</b>上制作。",
"STR_CookZ_PeelerInstructions","Craft a <b>peeler</b> from an <b>empty can</b> using <b>pliers</b> to speed up peeling potatoes. An even faster <b>drum peeler</b> can be crafted from an empty <b>pot</b> using a <b>hammer</b>, though it requires water to work.","Craft a <b>peeler</b> from an <b>empty can</b> using <b>pliers</b> to speed up peeling potatoes. An even faster <b>drum peeler</b> can be crafted from an empty <b>pot</b> using a <b>hammer</b>, though it requires water to work.","Vyrob si <b>škrabku na brambory</b> z <b>prázdné plechovky</b> pomocí <b>kleští</b>, abys urychlil loupání brambor. Ještě rychlejší <b>Bubnová škrabka</b> lze vyrobit z prázdného <b>hrnce</b> pomocí <b>kladiva</b>, ale ke svému fungování potřebuje vodu.","Stelle mit einer <b>Zange</b> aus einer <b>leeren Dose</b> einen <b>Sparschäler</b> her, um Kartoffeln schneller zu schälen. Ein noch schnellerer <b>Trommelschäler</b> kann mit einem <b>Hammer</b> aus einem leeren <b>Kochtopf</b> hergestellt werden, benötigt jedoch Wasser zum Betrieb.","Создайте <b>картофелечистку</b> из <b>пустой банки</b> с помощью <b>плоскогубцев</b>, чтобы быстрее чистить картофель. Ещё более быструю <b>Барабанная овощечистка</b> можно сделать из пустой <b>кастрюли</b> с помощью <b>молотка</b>, однако для работы ей нужна вода.","Stwórz <b>obieraczkę do ziemniaków</b> z <b>pustej puszki</b> przy użyciu <b>kombinerek</b>, aby szybciej obierać ziemniaki. Jeszcze szybszą <b>Obieraczka bębnowa</b> można wykonać z pustego <b>garnka</b> przy użyciu <b>młotka</b>, jednak do działania wymaga wody.","Crea un <b>pelapatate</b> da una <b>lattina vuota</b> usando delle <b>pinze</b> per velocizzare la pelatura delle patate. Un <b>Pelapatate a tamburo</b> ancora più veloce può essere creato da una <b>pentola</b> vuota usando un <b>martello</b>, anche se richiede acqua per funzionare.","Crea un <b>pelador de patatas</b> a partir de una <b>lata vacía</b> usando unos <b>alicates</b> para pelar patatas más rápido. Un <b>Pelador de tambor</b> aún más rápido puede fabricarse a partir de una <b>olla</b> vacía usando un <b>martillo</b>, aunque necesita agua para funcionar.","Fabriquez un <b>éplucheur à légumes</b> à partir d'une <b>boîte vide</b> à l'aide de <b>pinces</b> pour accélérer l'épluchage des pommes de terre. Un <b>Éplucheur à tambour</b> encore plus rapide peut être fabriqué à partir d'une <b>marmite</b> vide avec un <b>marteau</b>, mais il nécessite de l'eau pour fonctionner.","使用<b>鉗子</b>將<b>空罐頭</b>製作成<b>馬鈴薯削皮器</b>，以加快馬鈴薯去皮速度。更快的<b>滚筒削皮器</b>可以用<b>錘子</b>由空<b>鍋子</b>製作，但需要水才能運作。","<b>空き缶</b>から<b>ペンチ</b>を使って<b>ピーラー</b>を作れば、ジャガイモの皮むきが速くなります。さらに高速な<b>ドラムピーラー</b>は、空の<b>鍋</b>から<b>ハンマー</b>を使って作れますが、動作には水が必要です。","Crie um <b>descascador de batatas</b> a partir de uma <b>lata vazia</b> usando um <b>alicate</b> para acelerar o descasque de batatas. Um <b>Descascador de tambor</b> ainda mais rápido pode ser criado a partir de uma <b>panela</b> vazia usando um <b>martelo</b>, embora precise de água para funcionar.","使用<b>钳子</b>将<b>空罐头</b>制作成<b>土豆削皮器</b>，以加快土豆去皮速度。更快的<b>滚筒削皮器</b>可以用<b>锤子</b>由空<b>锅</b>制作，但需要水才能运作。",
